"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AP003068.2",216.653001334689,-0.456778466469457,0.119250672253101,-3.83040579846775,0.000127932103748423,0.000700325861403447
"FAF2",10852.167698085,0.168567502965263,0.0440292065796267,3.82853828311463,0.000128906581798758,0.000705473666050506
"GPD2",6524.78752911003,0.332430722581973,0.0868405885676056,3.8280569957581,0.000129158851095964,0.000706538189374098
"SYNM",8.79603861181651,2.51917638496914,0.658085713635615,3.82803688451444,0.000129169402630291,0.000706538189374098
"AHDC1",1696.63590163758,0.347880674435994,0.0908822251319839,3.82781862933905,0.000129283964314527,0.000706977893146872
"AC093297.2",178.385725262444,-0.57818008947205,0.151051831191013,-3.82769334812571,0.000129349767411116,0.000707150802968753
"PSMD13",5359.01442143855,0.188388085384032,0.0492226040750834,3.82726775480361,0.000129573543196125,0.00070818702459663
"AC010969.2",228.080621822415,0.534718529087115,0.139729365394958,3.82681569887392,0.000129811632484242,0.000709300908928028
"LRRN4",42.3537161917111,1.20439925801033,0.31478235050972,3.82613337774521,0.000130171778988538,0.000711080959053576
"TMEM47",676.106996175404,-0.359965529853673,0.0941181964569964,-3.82461142907838,0.000130978497694695,0.000715298886433515
"AC083862.3",50.0520866897037,0.948592135173128,0.248153515773989,3.8226020381556,0.00013205080602589,0.000720964640870306
"EIF2S3",21464.0055928047,-0.167726157205203,0.0438891924399695,-3.82158221376741,0.000132598193070614,0.000723762221649552
"OR7E122P",7.16468332881718,3.15977642158282,0.82687146160609,3.8213634988023,0.000132715865637523,0.0007242134298189
"BX322234.1",53.3314866021792,-0.963313046035709,0.252097502239005,-3.82119234613609,0.000132808017454882,0.000724525173283002
"PSMC3IP",740.930303578666,0.333951659366731,0.0873984476139884,3.82102506948053,0.000132898140610039,0.000724825688056912
"AC107959.3",233.685786664304,0.441111086524437,0.115481524667875,3.81975461263673,0.000133584504134307,0.000728377078815604
"BTN3A1",490.843683025351,0.353625314300476,0.0925796169613607,3.81968867345893,0.000133620218749076,0.000728379832743646
"ATAD1",3092.50233749193,-0.262042964835999,0.0686295525945249,-3.81822341731111,0.000134416169930717,0.000732332711971754
"WDR33",3481.92520722583,0.199856886341667,0.0523426125784755,3.81824438056142,0.000134404750917496,0.000732332711971754
"MTFR2",399.094019239675,0.458973342955644,0.120231695561837,3.81740722203812,0.000134861475637155,0.000734565388758777
"KIAA1841",738.376471829109,0.328066049178639,0.0859441649656279,3.81719979837891,0.000134974864624213,0.000734989477357489
"MTND2P28",863.286091424198,0.289218568343263,0.0757762070092549,3.81674644005261,0.000135223007567969,0.000736146936199623
"PRKDC",22434.0464695039,0.191531002666957,0.0502018946068783,3.81521462818884,0.00013606461870266,0.000740533745620081
"SRA1",2324.04509410705,-0.237321348610503,0.0622065829143929,-3.81505200080027,0.000136154258954816,0.000740826710941159
"ELMOD1",62.3906769559593,0.798188718362035,0.209250281999217,3.81451681085439,0.00013644964873694,0.000742238728220107
"USP46-AS1",134.042878355407,-0.627525103770519,0.164528662577654,-3.81407770499771,0.000136692457163579,0.000743364053980797
"CRYL1",462.935404231019,-0.505994484644309,0.132685964087029,-3.81347407863296,0.000137026903440845,0.000744961699782659
"MAP3K20",9147.41782263222,-0.257235325357924,0.0674553262577241,-3.81341755542201,0.000137058260229748,0.000744961699782659
"ATP2B1",2590.58910680333,-0.3754758886831,0.098483824160862,-3.81256406199056,0.000137532566251941,0.000747343366969768
"FOXM1",4341.83420278505,0.234322557510268,0.0614743118276182,3.8117150163037,0.000138005934393279,0.000749718688233658
"TBX18",1687.29961207792,-0.270092454539714,0.0708783319531953,-3.81064913770926,0.00013860236617091,0.000752761131262172
"OLFML2A",16.6649125027519,-2.04934412421468,0.537876409017794,-3.81006508159922,0.000138930214314392,0.000754343659717013
"NFYA",1734.10039556821,0.233837080646695,0.0613787919132458,3.80973742489435,0.000139114457516566,0.000754947739413748
"SBDSP1",1080.52092256171,-0.312679937317497,0.0820737145789522,-3.80974516532586,0.000139110102375532,0.000754947739413748
"RAB6C",104.337585773644,-0.614546262576446,0.161327816981826,-3.80930129765331,0.000139360051374978,0.000756082187986933
"DCAF11",1951.99168963292,-0.289392017665953,0.0759893911963663,-3.80832130788003,0.000139913398121434,0.000758885282364472
"RPS23",44337.9262632347,-0.17207601771695,0.045188631187838,-3.80794932693741,0.000140123976795071,0.00075982823275482
"REV3L",1238.14893154842,-0.454364520141657,0.119330551357769,-3.80761267732194,0.000140314811681028,0.000760663655462638
"VAV2",4593.00391416633,-0.240289924958897,0.0631105944511132,-3.80744195247647,0.000140411683144957,0.000760989386748682
"LRRC27",75.0778552588365,-0.743169728265319,0.195218422860995,-3.80686267911554,0.000140740839943739,0.000762573534813023
"TRIM37",1846.98261294256,-0.200653969430772,0.0527096153345205,-3.80678113769804,0.000140787232011459,0.000762625155438874
"CA13",579.21704561833,0.333628243472582,0.0876701997230855,3.8054919975816,0.000141522590245078,0.000766407807434536
"U2AF2",7943.5337775388,0.260456698560354,0.068445039207874,3.80534077523606,0.000141609087981318,0.000766675530769307
"NUCB2",2581.45917343338,0.312504123998751,0.0821316407293183,3.80491758381733,0.000141851414142866,0.000767786552687984
"TUT1",281.376990667784,-0.463613258104952,0.121892036831494,-3.80347453497605,0.000142680666625227,0.000772072966381397
"PRSS3",1550.88474869237,0.303979895916295,0.0799234121154632,3.80338986875515,0.000142729461846663,0.000772135035884391
"AC104118.1",38.7396972985066,1.11282446294147,0.292614474451262,3.80303969934617,0.000142931440034656,0.000773025542482855
"PRKCD",2609.37272996704,0.22325254064958,0.0587072115994691,3.80281288392172,0.000143062411089579,0.000773531651387903
"AL161891.1",69.9244136012579,0.991643528528233,0.260911016649086,3.80069627286742,0.000144290075794449,0.000779965716738897
"EIF2AK2",5743.92465296753,0.303435050252133,0.0798539534090139,3.79987511323242,0.000144769025771481,0.00078235027067258
"AC022182.3",44.9053016963756,1.00076391714473,0.263404799929359,3.79933819510168,0.000145082997941263,0.000783842250825517
"KDM5C",7772.41651124193,-0.233417969525625,0.0614380728865112,-3.79923976386428,0.000145140626817394,0.000783948863439015
"CCDC47",3459.40688875118,0.278715532524244,0.0733754166971019,3.79848653772964,0.000145582334856553,0.000786129407772777
"DDX59",750.043930202095,-0.31029561292579,0.0816952227969256,-3.79821000913493,0.000145744814609748,0.000786596133532965
"DENND6A",1557.9821443984,-0.285496964571843,0.0751654767387568,-3.79824590967618,0.00014572371090758,0.000786596133532965
"ZNF513",509.071108619713,-0.370017933674126,0.0974238171036912,-3.79802336507,0.000145854577464026,0.000786983214397057
"SLC48A1",460.520315652873,-0.330116545029311,0.0869285716263354,-3.79756090377655,0.000146126880176624,0.000787875361916808
"SOWAHA",21.6120894432539,1.46766215654923,0.386464732401198,3.79766129610403,0.000146067727331844,0.000787875361916808
"STARD5",264.010390238289,-0.472419172028552,0.124401089197499,-3.79754851887624,0.000146134179130603,0.000787875361916808
"SPATS2L",8100.13611584261,-0.182836510738912,0.0481537637398405,-3.79693084276276,0.000146498638025801,0.000789634529661216
"ADM",610.032317015678,0.314764750542658,0.0829133028249836,3.79631180785398,0.000146864757262318,0.00079140172792018
"RPL22",2657.47626225287,-0.209286836938394,0.0551321266075995,-3.79609584857815,0.000146992685831101,0.000791884815569788
"ASPH",16434.0514378541,0.296082463667089,0.0780106613730442,3.79541024849454,0.000147399512848101,0.00079386975326443
"PPIB",16351.8446322577,0.198238733129639,0.0522356848124254,3.79508249660169,0.000147594371292747,0.000794712326635359
"GPC1",3368.98405915537,-0.312707716819619,0.0824184353488981,-3.79414769882306,0.000148151470186146,0.000797479833321539
"ZNF689",608.64428307998,-0.310882520606178,0.0819386088572204,-3.79409078262357,0.000148185453632136,0.000797479833321539
"SLC16A1-AS1",566.837670105978,-0.339268864471249,0.0894248972225313,-3.79389716967734,0.000148301110739818,0.000797894688653995
"TIMELESS",2374.37844669719,0.205547229332019,0.0541895944124651,3.7931125257645,0.000148770698289549,0.000800095325958848
"VOPP1",3529.44261789402,0.233821883989106,0.061644258876735,3.79308451832735,0.000148787485810591,0.000800095325958848
